"Table 14. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                 Average Revenue per Kilowatthour for the Residential Sector by State,,,,,
"                 Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
Cape Hatteras Elec Member Corp,Cooperative,"5,474","7,102","72,403",9.81
Carolina Power & Light Co,Investor-Owned,"960,217","1,083,542","13,332,731",8.13
Carteret-Craven El Member Corp,Cooperative,"30,032","31,382","376,614",8.33
Central Electric Membership Corporation,Cooperative,"15,039","20,976","227,113",9.24
Cherryville City of,Publicly Owned,"2,129","2,205","23,850",9.25
Clayton Town of,Publicly Owned,"3,647","5,182","44,020",11.77
Concord City of,Publicly Owned,"20,789","21,092","270,177",7.81
Cornelius City of,Publicly Owned,"1,795","1,640","18,118",9.05
Dallas Town of,Publicly Owned,"2,505","2,066","27,187",7.60
Drexel Town of,Publicly Owned,"1,167","1,225","14,014",8.74
Duke Energy Corporation,Investor-Owned,"1,422,137","1,405,287","18,808,288",7.47
Edenton Town of,Publicly Owned,"3,264","4,048","41,074",9.86
Edgecombe-Martin County E M C,Cooperative,"10,515","14,720","156,250",9.42
Elizabeth City City of,Publicly Owned,"9,184","11,715","121,617",9.63
EnergyUnited Elec Member Corp,Cooperative,"99,043","112,399","1,352,171",8.31
Enfield Town of,Publicly Owned,"1,190","1,501","15,727",9.54
Farmville Town of,Publicly Owned,"2,413","3,298","28,530",11.56
Forest City Town of,Publicly Owned,"3,471","2,750","35,435",7.76
Fountain Town of,Publicly Owned,290,343,"3,068",11.18
Four County Elec Member Corp,Cooperative,"27,744","38,089","419,733",9.07
Fremont Town of,Publicly Owned,755,840,"8,927",9.41
French Broad Elec Member Corp,Cooperative,"29,837","24,619","249,553",9.87
Gastonia City of,Publicly Owned,"21,935","23,053","238,176",9.68
Granite Falls Town of,Publicly Owned,"1,958","2,068","22,436",9.22
Greenville Utilities Comm,Publicly Owned,"44,947","57,482","581,403",9.89
Halifax Electric Member Corp,Cooperative,"10,148","12,460","115,729",10.77
Hamilton Town of,Publicly Owned,213,285,"2,634",10.82
Harkers Island El Member Corp,Cooperative,"1,157","1,272","12,618",10.08
Haywood Electric Member Corp,Cooperative,"21,960","20,699","201,327",10.28
Hertford City of,Publicly Owned,"1,025","1,172","10,448",11.22
High Point Town of,Publicly Owned,"30,989","28,641","325,960",8.79
Highlands City of,Publicly Owned,"2,185","1,502","18,877",7.96
Hobgood Town of,Publicly Owned,270,340,"2,877",11.82
Hookerton Town of,Publicly Owned,322,457,"4,437",10.30
Huntersville Town of,Publicly Owned,"3,000","3,065","35,832",8.55
Jones-Onslow Elec Member Corp,Cooperative,"46,868","56,758","636,549",8.92
Kings Mountain City of,Publicly Owned,"3,517","3,601","44,354",8.12
Kinston City of,Publicly Owned,"10,406","13,996","137,499",10.18
La Grange Town of,Publicly Owned,"1,456","1,832","17,420",10.52
Landis Town of,Publicly Owned,"2,302","2,747","30,163",9.11
Laurinburg City of,Publicly Owned,"4,702","5,448","54,000",10.09
Lexington City of,Publicly Owned,"16,018","18,973","199,837",9.49
Lincolnton City of,Publicly Owned,"2,279","2,043","22,831",8.95
Louisburg Town of,Publicly Owned,"1,544","1,962","18,950",10.35
Lucama Town of,Publicly Owned,"1,022","1,154","13,797",8.36
Lumbee River Elec Member Corp,Cooperative,"42,812","58,478","693,570",8.43
Lumberton City of,Publicly Owned,"7,769","9,561","92,957",10.29
MacClesfield Town of,Publicly Owned,264,303,"2,556",11.85
Maiden Town of,Publicly Owned,952,948,"9,515",9.96
"Mecklenburg Electric Coop, Inc",Cooperative,116,119,"1,307",9.10
Monroe City of,Publicly Owned,"7,720","8,305","92,984",8.93
Morganton City of,Publicly Owned,"6,742","6,197","71,104",8.72
"Mountain Electric Coop, Inc",Cooperative,"13,735","9,721","142,253",6.83
Murphy Town of,Publicly Owned,"2,971","2,538","38,415",6.61
New Bern City of,Publicly Owned,"14,768","20,329","202,694",10.03
New River Light & Power Co,Publicly Owned,"5,293","3,888","49,750",7.82
Newton City of,Publicly Owned,"3,726","3,546","42,224",8.40
Oak City Town of,Publicly Owned,235,292,"3,360",8.69
Pee Dee Electric Member Corp,Cooperative,"19,317","24,400","268,718",9.08
Piedmont Electric Member Corp,Cooperative,"25,439","35,053","356,953",9.82
Pikeville Town of,Publicly Owned,445,608,"6,003",10.13
Pinetops Town of,Publicly Owned,648,679,"7,069",9.61
Pineville Town of,Publicly Owned,"1,713","1,519","17,804",8.53
Pitt & Greene Elec Member Corp,Cooperative,"7,135","11,163","113,879",9.80
Public Works Comm-City of Fayetteville,Publicly Owned,"62,117","67,001","869,451",7.71
Randolph Electric Member Corp,Cooperative,"27,747","34,565","342,434",10.09
Red Springs Town of,Publicly Owned,"1,490","1,962","16,687",11.76
Roanoke Electric Member Corp,Cooperative,"13,391","16,273","185,808",8.76
Robersonville City of,Publicly Owned,"1,037","1,187","10,070",11.79
Rocky Mount City of,Publicly Owned,"25,493","31,092","313,788",9.91
Rutherford Elec Member Corp,Cooperative,"57,425","68,812","808,375",8.51
Scotland Neck Town of,Publicly Owned,"1,410","1,626","14,325",11.35
Selma Town of,Publicly Owned,"2,327","2,897","28,141",10.29
Sharpsburg Town of,Publicly Owned,"1,195","1,207","16,742",7.21
Shelby City of,Publicly Owned,"6,406","6,012","71,300",8.43
Smithfield Town of,Publicly Owned,"3,546","4,491","44,317",10.13
South River Elec Member Corp,Cooperative,"35,711","49,694","556,821",8.92
Southport City of,Publicly Owned,"1,708","2,396","22,730",10.54
Stantonsburg Town of,Publicly Owned,"1,052","1,045","13,535",7.72
Statesville City of,Publicly Owned,"10,251","8,323","106,645",7.80
Surry-Yadkin Elec Member Corp,Cooperative,"24,777","28,032","306,115",9.16
Tarboro Town of,Publicly Owned,"4,987","5,922","60,069",9.86
Tideland Electric Member Corp,Cooperative,"18,418","21,238","209,411",10.14
Tri-County Elec Member Corp,Cooperative,"18,050","23,534","291,536",8.07
Tri-State Electric Member Corp,Cooperative,"1,103",853,"10,358",8.24
Union Electric Membership Corp,Cooperative,"47,204","59,164","713,614",8.29
Virginia Electric & Power Co,Investor-Owned,"94,621","118,326","1,391,162",8.51
Wake Electric Membership Corp,Cooperative,"23,515","35,295","344,995",10.23
Wake Forest Town of,Publicly Owned,"4,622","5,470","53,545",10.22
Walstonburg Town of,Publicly Owned,99,128,"1,285",9.96
Washington City of,Publicly Owned,"10,508","12,941","130,203",9.94
Waynesville Town of,Publicly Owned,"2,317","1,814","22,350",8.12
Wilson City of,Publicly Owned,"27,551","36,702","377,087",9.73
Windsor Town of,Publicly Owned,"1,391","1,411","17,747",7.95
Winterville City of,Publicly Owned,"1,753","1,865","20,849",8.95
 State Total,,"3,741,959","4,085,367","49,854,417",8.19
North Dakota,,,,,
Burke-Divide Electric Coop Inc,Cooperative,"1,756","1,672","25,316",6.60
"Capital Electric Coop, Inc",Cooperative,"9,890","7,650","103,007",7.43
Cass County Electric Coop Inc,Cooperative,"21,096","23,547","389,301",6.05
Cavalier City of,Publicly Owned,715,494,"9,195",5.37
"Cavalier Rural Elec Coop, Inc",Cooperative,"1,345","2,118","31,291",6.77
Dakota Valley Elec Coop Inc,Cooperative,"5,000","7,193","93,541",7.69
"Goldenwest Electric Coop, Inc",Cooperative,435,396,"4,733",8.37
Grafton City of,Publicly Owned,"1,942","1,335","24,363",5.48
Hillsboro City of,Publicly Owned,740,574,"13,154",4.36
Hope City of,Publicly Owned,165,186,"8,567",2.17
"KEM Electric Cooperative, Inc",Cooperative,"2,959","3,238","38,759",8.35
Lakota City of,Publicly Owned,411,287,"7,590",3.78
"Lower Yellowstone R E A, Inc",Cooperative,500,402,"6,301",6.38
Maddock City of,Publicly Owned,289,400,"5,636",7.10
McKenzie Electric Coop Inc,Cooperative,"3,933","2,706","44,259",6.11
"McLean Electric Coop, Inc",Cooperative,"2,677","2,698","32,372",8.33
MDU Resources Group Inc,Investor-Owned,"59,606","34,712","512,592",6.77
Mor-Gran-Sou Electric Coop Inc,Cooperative,"5,789","5,444","66,067",8.24
Mountrail-Williams Elec Coop,Cooperative,"5,406","4,548","62,769",7.25
Nodak Electric Coop Inc,Cooperative,"15,166","20,582","333,309",6.18
"North Central Elec Coop, Inc",Cooperative,"5,565","5,558","92,176",6.03
Northern Plains Electric Coop,Cooperative,"9,221","11,877","178,192",6.67
Northern States Power Co,Investor-Owned,"73,049","43,906","737,573",5.95
Northwood City of,Publicly Owned,515,410,"7,892",5.20
Oliver-Mercer Elec Coop Inc,Cooperative,"2,479","2,621","41,436",6.33
Otter Tail Power Co,Investor-Owned,"44,237","32,569","523,700",6.22
Park River City of,Publicly Owned,697,566,"10,246",5.52
Riverdale City of,Publicly Owned,175,83,"1,028",8.07
Sharon City of,Publicly Owned,62,61,"1,138",5.36
"Sheridan Electric Coop, Inc",Cooperative,245,192,"2,755",6.97
"Slope Electric Coop, Inc",Cooperative,"1,884","2,371","32,699",7.25
Stanton City of,Publicly Owned,196,116,"2,212",5.24
"Traverse Electric Coop, Inc",Cooperative,19,30,405,7.41
Valley City City of,Publicly Owned,"3,029","1,801","43,893",4.10
Verendrye Electric Coop Inc,Cooperative,"8,839","8,185","115,075",7.11
West Plains Electric Coop Inc,Cooperative,"4,259","3,553","61,343",5.79
 State Total,,"294,291","234,081","3,663,885",6.39
Ohio,,,,,
"Adams Rural Electric Coop, Inc",Cooperative,"7,515","7,353","87,464",8.41
Amherst City of,Publicly Owned,"4,937","3,445","53,628",6.42
Arcadia Village of,Publicly Owned,248,161,"2,916",5.52
Arcanum City of,Publicly Owned,"1,401","1,188","16,166",7.35
Beach City Village of,Publicly Owned,755,542,"6,487",8.36
Bethel Village of,Publicly Owned,"1,319","1,308","15,061",8.68
Blanchester Village of,Publicly Owned,"1,789","1,928","25,533",7.55
Bloomdale Village of,Publicly Owned,316,164,"2,808",5.84
Bowling Green City of,Publicly Owned,"11,529","6,312","92,066",6.86
Bradner Village of,Publicly Owned,503,420,"4,679",8.98
Brewster Village of,Publicly Owned,879,626,"8,596",7.28
Bryan City of,Publicly Owned,"4,945","2,987","49,094",6.08
"Buckeye Rural Elec Coop, Inc",Cooperative,"17,900","19,439","229,373",8.47
Butler Rural Electric Coop Inc,Cooperative,"9,759","15,348","170,998",8.98
Carey Village of,Publicly Owned,"1,641",856,"18,068",4.74
"Carroll Electric Coop, Inc",Cooperative,"9,831","8,729","122,248",7.14
Celina City of,Publicly Owned,"6,348","4,306","68,624",6.27
Cleveland City of,Publicly Owned,"71,080","44,878","432,878",10.37
Cleveland Electric Illum Co,Investor-Owned,"296,560","253,537","2,376,307",10.67
Clyde Light & Power,Publicly Owned,"2,861","1,554","21,485",7.23
Columbiana City of,Publicly Owned,"3,069","2,795","33,164",8.43
Columbus City of,Publicly Owned,"9,501","5,458","66,591",8.20
Columbus Southern Power Co,Investor-Owned,"611,303","532,948","7,009,459",7.60
Consolidated Electric Coop Inc,Cooperative,"12,941","14,800","205,264",7.21
Custar City of,Publicly Owned,104,72,985,7.31
Cuyahoga Falls City of,Publicly Owned,"21,629","13,119","165,510",7.93
Cygnet Village of,Publicly Owned,233,124,"2,133",5.81
"Darke Rural Electric Coop, Inc",Cooperative,"4,795","5,329","84,721",6.29
Dayton Power & Light Co,Investor-Owned,"449,153","383,683","5,301,821",7.24
Deshler Village of,Publicly Owned,899,500,"8,545",5.85
Dover City of,Publicly Owned,"5,579","3,888","53,492",7.27
Edgerton Village of,Publicly Owned,937,668,"9,376",7.12
Eldorado Village of,Publicly Owned,253,177,"2,736",6.47
Elmore Village of,Publicly Owned,763,531,"6,956",7.63
"Firelands Electric Coop, Inc",Cooperative,"8,023","8,423","107,816",7.81
Galion City of,Publicly Owned,"6,150","4,123","52,958",7.79
Genoa Village of,Publicly Owned,936,669,"7,047",9.49
Georgetown Village of,Publicly Owned,"1,750","1,571","21,287",7.38
Glouster Village of,Publicly Owned,871,589,"7,620",7.73
Grafton Village of,Publicly Owned,924,769,"10,872",7.07
Greenwich Village of,Publicly Owned,670,388,"7,708",5.03
Guernsey-Muskingum El Coop Inc,Cooperative,"13,532","12,994","151,121",8.60
Hamersville Village of,Publicly Owned,324,276,"3,485",7.92
Hamilton City of,Publicly Owned,"22,913","21,271","251,248",8.47
"Hancock-Wood Electric Cooperative, Inc.",Cooperative,"9,901","10,802","141,640",7.63
Haskins Village of,Publicly Owned,371,257,"2,885",8.91
Holmes-Wayne Electric Coop Inc,Cooperative,"12,902","11,333","174,575",6.49
Hubbard City of,Publicly Owned,"3,440","2,196","27,503",7.98
Hudson City of,Publicly Owned,"5,621","8,324","91,757",9.07
Jackson Center Village of,Publicly Owned,620,482,"6,593",7.31
Jackson City of,Publicly Owned,"3,378","2,688","31,178",8.62
Lakeview Village of,Publicly Owned,822,515,"6,892",7.47
Lebanon City of,Publicly Owned,"6,997","6,163","76,609",8.04
Licking Rural Electric Inc,Cooperative,"20,722","24,441","278,911",8.76
Lodi Village of,Publicly Owned,"1,563","1,155","15,952",7.24
Logan County Coop Power & Light,Cooperative,"4,087","4,550","60,940",7.47
"Lorain-Medina R E C, Inc",Cooperative,"13,517","14,576","187,652",7.77
Lucas Village of,Publicly Owned,277,206,"2,220",9.28
Marshallville Village of,Publicly Owned,462,400,"5,883",6.80
Mendon City of,Publicly Owned,304,238,"3,893",6.11
"Mid-Ohio Energy Coop, Inc",Cooperative,"6,971","7,758","110,312",7.03
"Midwest Electric, Inc",Cooperative,"9,135","10,669","154,425",6.91
Midwest Energy Cooperative,Cooperative,929,797,"10,112",7.88
Milan Village of,Publicly Owned,625,553,"5,598",9.88
Minster Village of,Publicly Owned,"1,117",709,"12,731",5.57
Monongahela Power Co,Investor-Owned,"24,835","18,078","272,249",6.64
Monroeville Village of,Publicly Owned,713,534,"7,334",7.28
Montpelier Village of,Publicly Owned,"2,082","1,424","17,352",8.21
Napoleon City of,Publicly Owned,"6,228","3,702","48,658",7.61
New Bremen Village of,Publicly Owned,"1,230",834,"13,993",5.96
New Knoxville Village of,Publicly Owned,369,232,"3,390",6.84
Newton Falls City of,Publicly Owned,"2,224","1,565","17,477",8.95
Niles City of,Publicly Owned,"10,435","5,492","79,500",6.91
"North Central Elec Coop, Inc",Cooperative,"8,591","9,088","124,177",7.32
"North Western Elec Coop, Inc",Cooperative,"5,487","5,575","73,924",7.54
Oak Harbor Village of,Publicly Owned,"1,538",829,"10,148",8.17
Oberlin City of,Publicly Owned,"2,610","1,653","20,747",7.97
Ohio City Village of,Publicly Owned,424,249,"5,290",4.71
Ohio Edison Co,Investor-Owned,"698,397","692,813","7,071,013",9.80
Ohio Power Co,Investor-Owned,"602,218","475,210","7,219,163",6.58
Orrville City of,Publicly Owned,"5,779","4,468","69,567",6.42
Painesville City of,Publicly Owned,"9,057","6,700","70,279",9.53
"Paulding-Putman Elec Coop, Inc",Cooperative,"8,773","9,687","146,465",6.61
Pemberville Village of,Publicly Owned,625,401,"5,337",7.51
"Pioneer Rural Elec Coop, Inc",Cooperative,"14,587","17,783","225,622",7.88
Pioneer Village of,Publicly Owned,741,508,"7,062",7.19
Piqua City of,Publicly Owned,"9,341","5,540","89,791",6.17
Plymouth Village of,Publicly Owned,787,493,"8,172",6.03
Prospect Corporation,Publicly Owned,633,484,"7,734",6.26
Republic Village of,Publicly Owned,244,164,"2,250",7.29
Ripley Village of,Publicly Owned,975,733,"8,920",8.22
Seville Board of Public Affairs,Publicly Owned,"1,467","1,084","15,119",7.17
Shelby City of,Publicly Owned,"4,979","3,502","48,623",7.20
Shiloh Village of,Publicly Owned,235,144,"2,687",5.36
South Central Power Company,Cooperative,"95,696","92,439","1,280,743",7.22
South Vienna Corporation,Publicly Owned,195,130,"2,146",6.06
St Clairsville City of,Publicly Owned,"2,483","1,547","27,255",5.68
St Marys City of,Publicly Owned,"3,489","2,438","34,734",7.02
Sycamore Village of,Publicly Owned,435,284,"3,954",7.18
The Cincinnati Gas & Electric Company,Investor-Owned,"578,828","544,844","7,204,119",7.56
The Frontier Power Company,Cooperative,"7,543","6,842","95,114",7.19
The Toledo Edison Co,Investor-Owned,"158,791","159,162","1,554,602",10.24
Tipp City City of,Publicly Owned,"5,025","2,774","44,751",6.20
Tontogany Village of,Publicly Owned,186,125,"1,895",6.60
"Tricounty Rural Elec Coop, Inc",Cooperative,"3,408","3,816","52,454",7.27
"Union Rural Electric Coop, Inc",Cooperative,"6,714","8,371","103,029",8.12
Versailles Village of,Publicly Owned,"1,501","1,308","17,494",7.48
Wadsworth City of,Publicly Owned,"9,699","7,766","92,115",8.43
Wapakoneta City of,Publicly Owned,"4,485","2,442","49,168",4.97
"Washington Electric Coop, Inc",Cooperative,"8,443","7,298","81,100",9.00
Waynesfield Village of,Publicly Owned,451,321,"4,581",7.01
Wellington Village of,Publicly Owned,"2,183","1,361","18,337",7.42
Westerville City of,Publicly Owned,"13,162","10,247","187,752",5.46
Wharton Village of,Publicly Owned,159,88,"1,498",5.87
Woodsfield City of,Publicly Owned,"1,333",747,"11,508",6.49
Woodville Village of,Publicly Owned,909,667,"7,659",8.71
Yellow Springs Village of,Publicly Owned,"1,821","1,142","14,165",8.06
 State Total,,"4,065,672","3,624,186","45,366,871",7.99
Oklahoma,,,,,
"Alfalfa Electric Coop, Inc",Cooperative,"2,778","3,310","43,243",7.65
Altus City of,Publicly Owned,"7,620","6,167","80,160",7.69
Anadarko Public Works Auth,Publicly Owned,"2,158","2,100","19,759",10.63
Arkansas Valley Elec Coop Corp,Cooperative,"3,674","3,094","50,300",6.15
Blackwell City of,Publicly Owned,"3,333","2,810","31,079",9.04
Braman Town of,Publicly Owned,140,148,"1,626",9.10
Burlington City of,Publicly Owned,95,92,"1,026",8.97
"Caddo Electric Coop, Inc",Cooperative,"14,087","13,057","153,355",8.51
"Canadian Valley Elec Coop, Inc",Cooperative,"19,142","19,320","271,682",7.11
"Central Rural Electric Cooperative, Inc",Cooperative,"14,469","16,433","238,383",6.89
"Choctaw Electric Co-Op, Inc",Cooperative,"16,085","17,122","219,502",7.80
Cimarron Electric Cooperative,Cooperative,"10,545","9,833","110,576",8.89
Claremore City of,Publicly Owned,"9,500","8,848","96,579",9.16
Collinsville City of,Publicly Owned,"1,730","1,827","24,762",7.38
Comanche City of,Publicly Owned,779,625,"7,917",7.89
"Cookson Hills Elec Coop, Inc",Cooperative,"15,156","15,245","213,224",7.15
Copan Public Works Authority,Publicly Owned,380,267,"4,398",6.07
Cordell City of,Publicly Owned,"1,291",825,"12,425",6.64
"Cotton Electric Coop, Inc",Cooperative,"16,025","17,744","236,000",7.52
Cushing City of,Publicly Owned,"3,719","2,920","36,130",8.08
Duncan City of,Publicly Owned,"7,012","5,928","86,477",6.86
East Central Oklahoma Elec Coop Inc,Cooperative,"25,478","24,741","335,468",7.38
Edmond City of,Publicly Owned,"27,117","24,339","378,387",6.43
Eldorado City of,Publicly Owned,275,250,"2,006",12.46
Empire District Electric Co,Investor-Owned,"4,441","3,448","55,724",6.19
