"Table 15. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                Average Revenue per Kilowatthour for the Commercial Sector by State,,,,,
"                Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
Pee Dee Electric Member Corp,Cooperative,500,"4,117","59,300",6.94
Piedmont Electric Member Corp,Cooperative,"2,983","4,650","53,718",8.66
Pikeville Town of,Publicly Owned,77,188,"1,910",9.84
Pinetops Town of,Publicly Owned,110,360,"3,762",9.57
Pineville Town of,Publicly Owned,650,"6,402","102,071",6.27
Pitt & Greene Elec Member Corp,Cooperative,"1,260","4,257","53,467",7.96
Public Works Comm-City of Fayetteville,Publicly Owned,"6,818","47,082","736,988",6.39
Randolph Electric Member Corp,Cooperative,"1,723","6,817","81,240",8.39
Red Springs Town of,Publicly Owned,207,"1,465","14,571",10.05
Roanoke Electric Member Corp,Cooperative,"1,107","3,079","41,544",7.41
Robersonville City of,Publicly Owned,145,335,"3,286",10.19
Rocky Mount City of,Publicly Owned,"4,181","32,290","386,127",8.36
Rutherford Elec Member Corp,Cooperative,"3,575","9,148","109,787",8.33
Scotland Neck Town of,Publicly Owned,195,719,"10,108",7.11
Selma Town of,Publicly Owned,447,"2,739","31,247",8.77
Sharpsburg Town of,Publicly Owned,310,304,"2,722",11.17
Shelby City of,Publicly Owned,"1,761","8,037","108,666",7.40
Smithfield Town of,Publicly Owned,"1,006","7,950","87,260",9.11
South River Elec Member Corp,Cooperative,712,"5,617","87,846",6.39
Southport City of,Publicly Owned,435,"1,938","22,582",8.58
Stantonsburg Town of,Publicly Owned,82,174,"2,147",8.10
Statesville City of,Publicly Owned,"2,254","13,960","208,209",6.70
Surry-Yadkin Elec Member Corp,Cooperative,353,"1,478","17,895",8.26
Tarboro Town of,Publicly Owned,826,"5,235","66,348",7.89
Tideland Electric Member Corp,Cooperative,"2,549","6,717","77,722",8.64
Tri-County Elec Member Corp,Cooperative,"3,290","7,670","103,658",7.40
Tri-State Electric Member Corp,Cooperative,80,72,769,9.36
Union Electric Membership Corp,Cooperative,"1,265","6,552","95,786",6.84
Virginia Electric & Power Co,Investor-Owned,"14,864","50,126","737,587",6.80
Wake Electric Membership Corp,Cooperative,"1,047","2,572","28,051",9.17
Wake Forest Town of,Publicly Owned,596,"3,474","48,575",7.15
Walstonburg Town of,Publicly Owned,31,29,281,10.32
Washington City of,Publicly Owned,"2,140","9,959","114,535",8.70
Waynesville Town of,Publicly Owned,669,"4,068","65,405",6.22
Wilson City of,Publicly Owned,"3,711","25,544","280,060",9.12
Windsor Town of,Publicly Owned,375,"1,812","24,794",7.31
Winterville City of,Publicly Owned,152,547,"5,520",9.91
 State Total,,"543,212","2,558,701","39,276,813",6.51
North Dakota,,,,,
Burke-Divide Electric Coop Inc,Cooperative,594,"2,501","31,336",7.98
"Capital Electric Coop, Inc",Cooperative,"1,051","3,642","54,274",6.71
Cass County Electric Coop Inc,Cooperative,"2,054","11,313","224,853",5.03
Cavalier City of,Publicly Owned,185,388,"8,871",4.37
"Cavalier Rural Elec Coop, Inc",Cooperative,64,141,"2,002",7.04
Dakota Valley Elec Coop Inc,Cooperative,300,462,"5,794",7.97
"Goldenwest Electric Coop, Inc",Cooperative,22,494,"5,972",8.27
Grafton City of,Publicly Owned,329,593,"11,218",5.29
Hillsboro City of,Publicly Owned,117,323,"7,268",4.44
Hope City of,Publicly Owned,11,31,"1,498",2.07
"KEM Electric Cooperative, Inc",Cooperative,231,748,"11,808",6.33
Lakota City of,Publicly Owned,102,75,"1,653",4.54
"Lower Yellowstone R E A, Inc",Cooperative,84,146,"1,544",9.46
McKenzie Electric Coop Inc,Cooperative,"1,019","6,509","85,234",7.64
"McLean Electric Coop, Inc",Cooperative,226,559,"6,950",8.04
MDU Resources Group Inc,Investor-Owned,"9,602","39,503","630,043",6.27
Mor-Gran-Sou Electric Coop Inc,Cooperative,539,"3,105","51,530",6.03
Mountrail-Williams Elec Coop,Cooperative,"1,267","4,892","69,415",7.05
Nodak Electric Coop Inc,Cooperative,289,"2,814","53,654",5.24
"North Central Elec Coop, Inc",Cooperative,"1,467","4,806","67,038",7.17
Northern Plains Electric Coop,Cooperative,"1,096","2,881","43,379",6.64
Northern States Power Co,Investor-Owned,"11,474","53,543","965,437",5.55
Northwood City of,Publicly Owned,147,335,"5,534",6.05
Oliver-Mercer Elec Coop Inc,Cooperative,504,808,"12,644",6.39
Otter Tail Power Co,Investor-Owned,"11,884","48,443","871,225",5.56
Park River City of,Publicly Owned,89,199,"2,928",6.80
Riverdale City of,Publicly Owned,22,10,264,3.79
Sharon City of,Publicly Owned,12,9,104,8.65
"Sheridan Electric Coop, Inc",Cooperative,44,153,"1,596",9.59
"Slope Electric Coop, Inc",Cooperative,529,"1,916","21,501",8.91
Stanton City of,Publicly Owned,28,55,"1,038",5.30
Valley City City of,Publicly Owned,697,"1,949","48,396",4.03
Verendrye Electric Coop Inc,Cooperative,"1,160","4,700","78,910",5.96
West Plains Electric Coop Inc,Cooperative,846,"1,073","19,033",5.64
 State Total,,"48,085","199,119","3,403,944",5.85
Ohio,,,,,
"Adams Rural Electric Coop, Inc",Cooperative,49,"1,061","12,998",8.16
Amherst City of,Publicly Owned,430,977,"12,356",7.91
Arcadia Village of,Publicly Owned,46,56,875,6.40
Arcanum City of,Publicly Owned,152,320,"4,256",7.52
Beach City Village of,Publicly Owned,78,104,"1,337",7.78
Bethel Village of,Publicly Owned,141,277,"3,105",8.92
Blanchester Village of,Publicly Owned,175,499,"8,620",5.79
Bloomdale Village of,Publicly Owned,31,36,532,6.77
Bowling Green City of,Publicly Owned,"1,550","3,283","54,716",6.00
Bradner Village of,Publicly Owned,35,64,816,7.84
Brewster Village of,Publicly Owned,74,242,"2,691",8.99
Bryan City of,Publicly Owned,704,"2,017","28,181",7.16
"Buckeye Rural Elec Coop, Inc",Cooperative,645,"1,422","17,481",8.13
Butler Rural Electric Coop Inc,Cooperative,333,"1,296","15,495",8.36
Carey Village of,Publicly Owned,47,29,568,5.11
"Carroll Electric Coop, Inc",Cooperative,974,"1,066","13,543",7.87
Celina City of,Publicly Owned,847,"2,571","38,851",6.62
Cleveland City of,Publicly Owned,"6,911","50,269","514,424",9.77
Cleveland Electric Illum Co,Investor-Owned,"47,756","354,519","3,176,774",11.16
Clyde Light & Power,Publicly Owned,297,"1,126","12,783",8.81
Columbiana City of,Publicly Owned,31,642,"8,133",7.89
Columbus City of,Publicly Owned,"2,813","7,013","80,017",8.76
Columbus Southern Power Co,Investor-Owned,"68,113","455,878","7,150,771",6.38
Consolidated Electric Coop Inc,Cooperative,"1,642","2,728","34,261",7.96
Custar City of,Publicly Owned,14,17,188,9.04
Cuyahoga Falls City of,Publicly Owned,"1,530","4,398","41,161",10.68
Cygnet Village of,Publicly Owned,30,55,859,6.40
"Darke Rural Electric Coop, Inc",Cooperative,164,"1,183","21,117",5.60
Dayton Power & Light Co,Investor-Owned,"46,869","205,985","3,526,242",5.84
Deshler Village of,Publicly Owned,114,86,"3,669",2.34
Dover City of,Publicly Owned,856,"2,107","25,653",8.21
Edgerton Village of,Publicly Owned,142,376,"4,772",7.88
Eldorado Village of,Publicly Owned,19,35,451,7.76
Elmore Village of,Publicly Owned,100,217,"2,596",8.36
"Firelands Electric Coop, Inc",Cooperative,505,686,"8,829",7.77
Galion City of,Publicly Owned,185,"1,072","12,394",8.65
Genoa Village of,Publicly Owned,128,589,"6,050",9.74
Georgetown Village of,Publicly Owned,252,"1,298","17,883",7.26
Glouster Village of,Publicly Owned,170,168,"2,960",5.68
Grafton Village of,Publicly Owned,132,900,"12,729",7.07
Greenwich Village of,Publicly Owned,67,74,"1,608",4.60
Guernsey-Muskingum El Coop Inc,Cooperative,"1,690","2,406","30,022",8.01
Hamersville Village of,Publicly Owned,11,39,798,4.89
Hamilton City of,Publicly Owned,"2,928","17,170","192,590",8.92
"Hancock-Wood Electric Cooperative, Inc.",Cooperative,"1,638","5,561","75,188",7.40
Haskins Village of,Publicly Owned,31,45,343,13.12
Holmes-Wayne Electric Coop Inc,Cooperative,"2,802","4,957","75,463",6.57
Hubbard City of,Publicly Owned,326,"1,404","18,734",7.49
Hudson City of,Publicly Owned,642,"5,032","60,784",8.28
Jackson Center Village of,Publicly Owned,84,187,"2,436",7.68
Jackson City of,Publicly Owned,697,"3,733","44,153",8.45
Lakeview Village of,Publicly Owned,116,154,"2,208",6.97
Lebanon City of,Publicly Owned,639,"1,225","14,271",8.58
Licking Rural Electric Inc,Cooperative,"1,230","2,322","25,863",8.98
Lodi Village of,Publicly Owned,241,737,"11,117",6.63
Logan County Coop Power & Light,Cooperative,203,525,"8,359",6.28
"Lorain-Medina R E C, Inc",Cooperative,894,"2,060","30,697",6.71
Lucas Village of,Publicly Owned,43,44,366,12.02
Marshallville Village of,Publicly Owned,27,45,638,7.05
Mendon City of,Publicly Owned,31,66,997,6.62
"Mid-Ohio Energy Coop, Inc",Cooperative,994,"1,047","12,795",8.18
"Midwest Electric, Inc",Cooperative,155,"1,669","29,107",5.73
Midwest Energy Cooperative,Cooperative,99,195,"2,777",7.02
Milan Village of,Publicly Owned,92,336,"3,274",10.26
Minster Village of,Publicly Owned,141,653,"10,442",6.25
Monongahela Power Co,Investor-Owned,"3,250","11,474","186,739",6.14
Monroeville Village of,Publicly Owned,154,440,"5,589",7.87
Montpelier Village of,Publicly Owned,300,"1,068","16,026",6.66
Napoleon City of,Publicly Owned,779,"2,220","24,160",9.19
New Bremen Village of,Publicly Owned,202,800,"3,226",24.80
New Knoxville Village of,Publicly Owned,60,260,"2,535",10.26
Newton Falls City of,Publicly Owned,286,"1,877","25,889",7.25
Niles City of,Publicly Owned,"1,191","7,681","110,223",6.97
"North Central Elec Coop, Inc",Cooperative,759,"1,466","20,405",7.18
"North Western Elec Coop, Inc",Cooperative,229,929,"14,318",6.49
Oak Harbor Village of,Publicly Owned,205,564,"6,587",8.56
Oberlin City of,Publicly Owned,335,"6,587","85,211",7.73
Ohio City Village of,Publicly Owned,14,12,219,5.48
Ohio Edison Co,Investor-Owned,"84,031","486,386","4,830,925",10.07
Ohio Power Co,Investor-Owned,"86,972","307,273","5,487,285",5.60
Orrville City of,Publicly Owned,734,"3,955","61,327",6.45
Painesville City of,Publicly Owned,"1,895","8,475","97,081",8.73
"Paulding-Putman Elec Coop, Inc",Cooperative,255,"1,522","28,663",5.31
Pemberville Village of,Publicly Owned,93,189,"2,428",7.78
"Pioneer Rural Elec Coop, Inc",Cooperative,741,"2,232","29,785",7.49
Pioneer Village of,Publicly Owned,68,353,"4,893",7.21
Piqua City of,Publicly Owned,"1,157","6,147","110,991",5.54
Plymouth Village of,Publicly Owned,92,132,"2,046",6.45
Prospect Corporation,Publicly Owned,83,93,"1,190",7.82
Republic Village of,Publicly Owned,46,60,799,7.51
Ripley Village of,Publicly Owned,144,583,"8,022",7.27
Seville Board of Public Affairs,Publicly Owned,217,380,"5,014",7.58
Shelby City of,Publicly Owned,177,"1,724","21,764",7.92
Shiloh Village of,Publicly Owned,16,19,410,4.63
South Central Power Company,Cooperative,"7,650","21,894","318,203",6.88
South Vienna Corporation,Publicly Owned,30,186,"2,324",8.00
St Clairsville City of,Publicly Owned,387,"1,270","18,825",6.75
St Marys City of,Publicly Owned,478,"2,342","38,154",6.14
Sycamore Village of,Publicly Owned,69,127,"2,255",5.63
The Cincinnati Gas & Electric Company,Investor-Owned,"64,380","332,562","4,714,911",7.05
The Frontier Power Company,Cooperative,811,"1,164","14,583",7.98
The Toledo Edison Co,Investor-Owned,"26,494","226,782","2,048,800",11.07
Tipp City City of,Publicly Owned,528,"1,375","24,262",5.67
Tontogany Village of,Publicly Owned,36,35,890,3.93
"Tricounty Rural Elec Coop, Inc",Cooperative,820,"1,090","13,591",8.02
"Union Rural Electric Coop, Inc",Cooperative,176,"2,281","33,942",6.72
Versailles Village of,Publicly Owned,252,"1,121","15,861",7.07
Wadsworth City of,Publicly Owned,"1,167","4,486","62,286",7.20
Wapakoneta City of,Publicly Owned,611,"2,868","56,865",5.04
"Washington Electric Coop, Inc",Cooperative,"1,419","1,335","14,216",9.39
Waynesfield Village of,Publicly Owned,7,76,"1,085",7.00
Wellington Village of,Publicly Owned,254,"1,213","17,618",6.89
Westerville City of,Publicly Owned,"1,623","8,243","168,970",4.88
Wharton Village of,Publicly Owned,21,38,593,6.41
Woodsfield City of,Publicly Owned,250,661,"11,400",5.80
Woodville Village of,Publicly Owned,137,390,"4,196",9.29
Yellow Springs Village of,Publicly Owned,226,619,"8,619",7.18
 State Total,,"493,216","2,625,412","34,322,366",7.65
Oklahoma,,,,,
"Alfalfa Electric Coop, Inc",Cooperative,"4,239","5,373","75,112",7.15
Altus City of,Publicly Owned,"1,187","3,906","75,244",5.19
Anadarko Public Works Auth,Publicly Owned,483,"2,033","29,380",6.92
Arkansas Valley Elec Coop Corp,Cooperative,318,798,"14,259",5.60
Blackwell City of,Publicly Owned,432,"1,212","11,075",10.94
Braman Town of,Publicly Owned,34,50,455,10.99
Burlington City of,Publicly Owned,20,66,780,8.46
"Caddo Electric Coop, Inc",Cooperative,"1,758","3,674","44,425",8.27
"Canadian Valley Elec Coop, Inc",Cooperative,"2,008","5,180","80,032",6.47
"Central Rural Electric Cooperative, Inc",Cooperative,"1,802","5,312","87,105",6.10
"Choctaw Electric Co-Op, Inc",Cooperative,155,"1,502","18,440",8.15
Cimarron Electric Cooperative,Cooperative,"1,654","4,372","50,973",8.58
Claremore City of,Publicly Owned,"1,318","2,577","36,871",6.99
Collinsville City of,Publicly Owned,501,"1,170","20,886",5.60
Comanche City of,Publicly Owned,187,342,"5,008",6.83
"Cookson Hills Elec Coop, Inc",Cooperative,991,"1,883","24,895",7.56
Copan Public Works Authority,Publicly Owned,43,51,"1,043",4.89
Cordell City of,Publicly Owned,239,575,"9,487",6.06
"Cotton Electric Coop, Inc",Cooperative,"3,319","7,752","112,000",6.92
Cushing City of,Publicly Owned,608,968,"11,782",8.22
Duncan City of,Publicly Owned,"1,198","3,836","55,564",6.90
East Central Oklahoma Elec Coop Inc,Cooperative,"3,831","5,049","71,711",7.04
Edmond City of,Publicly Owned,"2,593","5,406","75,311",7.18
Eldorado City of,Publicly Owned,45,66,622,10.61
Empire District Electric Co,Investor-Owned,888,"1,706","23,771",7.18
Fairview City of,Publicly Owned,274,823,"11,907",6.91
Fort Supply Town of,Publicly Owned,19,25,287,8.71
Frederick City of,Publicly Owned,263,312,"3,266",9.55
Geary City of,Publicly Owned,30,212,"1,676",12.65
Goltry Public Works Authority,Publicly Owned,19,21,210,10.00
Grand River Dam Authority,Publicly Owned,61,"8,883","40,538",21.91
Granite City of,Publicly Owned,109,101,"1,326",7.62
"Harmon Electric Assn, Inc",Cooperative,440,707,"6,147",11.50
Hominy City of,Publicly Owned,225,445,"6,000",7.42
"Indian Electric Coop, Inc",Cooperative,"2,953","7,619","122,103",6.24
Kay Electric Cooperative,Cooperative,"1,233","3,811","44,348",8.59
"Kiamichi Electric Coop, Inc",Cooperative,"2,204","4,221","51,334",8.22
Kingfisher City of,Publicly Owned,393,"1,709","21,573",7.92
"Kiwash Electric Coop, Inc",Cooperative,559,"1,643","24,458",6.72
"Lake Region Electric Coop, Inc",Cooperative,"1,349","2,261","31,430",7.19
Laverne Town of,Publicly Owned,131,246,"3,210",7.66
Lexington City of,Publicly Owned,107,281,"3,437",8.18
Lindsay City of,Publicly Owned,249,463,"5,251",8.82
Mangum City of,Publicly Owned,236,378,"4,456",8.48
Manitou City of,Publicly Owned,6,63,"1,000",6.30
Mannford Town of,Publicly Owned,156,866,"12,375",7.00
Marlow City of,Publicly Owned,299,840,"10,574",7.94
Miami City of,Publicly Owned,"1,074","4,248","70,852",6.00
Mooreland City of,Publicly Owned,24,85,"1,000",8.50
Newkirk City of,Publicly Owned,107,81,"1,500",5.40
Northeast OK Elec Coop Inc,Cooperative,"3,574","7,409","102,356",7.24
"Northfork Electric Coop, Inc",Cooperative,810,890,"10,423",8.54
Northwestern Electric Coop Inc,Cooperative,"2,109","6,485","88,258",7.35
Okeene Public Works Authority,Publicly Owned,96,161,"2,150",7.49
Oklahoma Electric Coop Inc,Cooperative,"2,843","12,162","200,387",6.07
Oklahoma Gas & Electric Co,Investor-Owned,"71,186","318,092","5,072,247",6.27
Olustee City of,Publicly Owned,32,28,490,5.71
Orlando City of,Publicly Owned,15,28,454,6.17
Ozarks Electric Coop Corp,Cooperative,328,657,"8,669",7.58
Pawhuska City of,Publicly Owned,299,773,"10,970",7.05
Pawnee City of,Publicly Owned,281,684,"8,174",8.37
People's Electric Cooperative,Cooperative,"1,823","7,395","82,423",8.97
Perry City of,Publicly Owned,407,"1,566","24,049",6.51
Ponca City City of,Publicly Owned,"1,937","8,039","113,119",7.11
Pond Creek City of,Publicly Owned,37,42,"1,051",4.00
Prague Public Works Authority,Publicly Owned,154,292,"2,974",9.82
Pryor City of,Publicly Owned,798,"2,360","38,005",6.21
Public Service Co of Oklahoma,Investor-Owned,"56,743","218,718","5,034,503",4.34
Purcell City of,Publicly Owned,456,"1,556","23,407",6.65
Red River Valley Rrl Elec Assn,Cooperative,"1,371","3,851","45,902",8.39
"Rural Electric Coop, Inc",Cooperative,"2,133","6,522","78,836",8.27
Ryan Town of,Publicly Owned,55,120,"1,476",8.13
Sallisaw City of,Publicly Owned,623,"3,360","60,070",5.59
Skiatook Town of,Publicly Owned,353,"1,130","16,111",7.01
South Coffeyville Town of,Publicly Owned,22,87,"1,097",7.93
Southeastern Electric Coop Inc,Cooperative,544,"1,372","18,659",7.35
Southwest Arkansas E C C,Cooperative,10,10,166,6.02
"Southwest Rural Elec Assn, Inc",Cooperative,277,629,"8,950",7.03
Southwestern Public Service Co,Investor-Owned,"2,135","5,527","101,382",5.45
Spiro Town of,Publicly Owned,160,383,"6,545",5.85
Stillwater Utilities Authority,Publicly Owned,"1,719","9,374","143,680",6.52
Stilwell City of,Publicly Owned,363,"1,381","20,894",6.61
Stroud City of,Publicly Owned,237,846,"12,149",6.96
Tahlequah Public Works Auth,Publicly Owned,948,"3,934","66,755",5.89
Tecumseh Utility Authority,Publicly Owned,201,295,"3,544",8.32
Tonkawa City of,Publicly Owned,161,379,"4,253",8.91
"Tri-County Electric Coop, Inc",Cooperative,"3,258","12,921","169,932",7.60
Verdigris Valley Elec Coop Inc,Cooperative,"3,119","2,974","34,739",8.56
Wagoner Public Works Authority,Publicly Owned,509,"2,711","33,012",8.21
Walters Public Works Authority,Publicly Owned,175,522,"6,275",8.32
Watonga City of,Publicly Owned,230,795,"10,846",7.33
Waynoka City of,Publicly Owned,121,199,"1,974",10.08
Wetumka City of,Publicly Owned,100,184,"1,423",12.93
Wynnewood City of,Publicly Owned,153,355,"5,084",6.98
Yale City of,Publicly Owned,95,225,"2,717",8.28
 State Total,,"205,371","752,626","13,097,069",5.75
Oregon,,,,,
Ashland City of,Publicly Owned,"1,500","3,318","69,954",4.74
Bandon City of,Publicly Owned,628,"1,316","19,533",6.74
Blachly-Lane Cnty Coop El Assn,Cooperative,260,"2,303","41,118",5.60
Canby Utility Board,Publicly Owned,589,"2,248","43,550",5.16
Cascade Locks City of,Publicly Owned,42,476,"7,481",6.36
"Central Electric Coop, Inc",Cooperative,"1,823","4,923","73,582",6.69
Central Lincoln People's Ut Dt,Publicly Owned,"4,821","10,022","200,614",5.00
